id,suhu,kelembapan,gas,waktu
1,29.8,67,694,58:02.4
2,29.8,67,687,58:06.3
3,29.8,67,702,58:11.4
4,29.8,67,683,58:16.6
5,29.8,67,675,58:21.4
6,29.8,67,690,58:26.5
7,29.8,67,672,58:31.5
8,29.8,67,682,58:36.7
9,29.8,67,745,58:41.7
10,29.8,67,698,58:46.6
11,29.8,67,667,58:51.6
12,29.8,67,699,58:56.6
13,29.8,67,693,59:01.6
14,29.8,67,688,59:06.8
15,29.8,67,710,59:11.8
16,29.8,67,687,59:16.8
17,29.8,67,673,59:21.9
18,29.8,67,689,59:27.2
19,29.8,67,656,59:31.8
20,29.8,67,676,59:36.9
21,29.8,67,685,59:41.8
22,29.8,68,679,59:46.9
23,29.8,68,684,59:52.0
24,29.8,68,659,59:56.9
25,29.8,68,659,00:02.1
26,29.8,68,677,00:06.9
27,29.8,67,657,00:12.1
28,29.8,67,672,00:17.1
29,29.8,67,662,00:22.2
30,29.8,67,670,00:27.1
31,29.8,67,655,00:32.1
32,29.8,67,699,00:37.3
33,29.8,67,674,00:42.2
34,29.8,67,719,00:47.2
35,29.8,67,677,00:52.2
36,29.8,67,671,00:57.5
37,29.8,68,675,01:02.3
38,29.8,68,681,01:07.5
39,29.8,68,678,01:12.4
40,29.8,68,689,01:17.3
41,29.8,68,663,01:22.3
42,29.8,68,666,01:27.3
43,29.8,68,687,01:32.4
44,29.8,67,657,01:37.5
45,29.7,67,677,01:42.5
46,29.7,67,682,01:47.6
47,29.7,67,725,01:52.5
48,29.7,67,657,01:57.5
49,29.7,67,731,02:02.5
50,29.7,67,674,02:07.8
51,29.7,67,656,02:12.7
52,29.7,67,674,02:17.8
53,29.7,67,690,02:22.7
54,29.6,67,667,02:27.8
55,29.6,67,672,02:32.9
56,29.6,67,663,02:37.9
57,29.6,67,658,02:42.7
58,29.6,67,638,02:47.9
59,29.6,67,656,02:52.8
60,29.6,67,649,02:57.9
61,29.6,67,656,03:04.4
62,29.5,67,656,03:08.0
63,29.5,67,746,03:12.9
64,29.5,67,686,03:18.0
65,29.5,68,677,03:23.1
66,29.5,68,679,03:28.1
67,29.5,68,658,03:33.0
68,29.5,68,636,03:38.3
69,29.5,68,656,03:43.2
70,29.5,68,656,03:48.1
71,29.5,68,665,03:53.2
72,29.5,68,669,03:58.2
73,29.5,68,656,04:03.2
74,29.5,68,654,04:08.2
75,29.5,68,665,04:13.4
76,29.5,68,653,04:18.4
77,29.4,68,656,04:23.3
78,29.4,68,652,04:28.4
79,29.4,69,667,04:33.3
80,29.4,69,797,04:38.4
81,29.4,69,658,04:44.0
82,29.4,69,666,04:48.4
83,29.4,69,644,04:53.4
84,29.4,69,662,04:58.6
85,29.4,69,677,05:03.5
86,29.4,69,669,05:08.6
87,29.4,69,657,05:13.6
88,29.4,69,643,05:18.7
89,29.4,69,692,05:23.7
90,29.4,69,656,05:28.6
91,29.4,69,656,05:33.7
92,29.4,69,656,05:38.8
93,29.4,69,671,05:43.7
94,29.4,69,682,05:48.7
95,29.4,69,609,05:53.8
96,29.4,69,656,05:59.1
97,29.4,69,667,06:03.9
98,29.4,69,613,06:08.8
99,29.4,69,653,06:13.8
100,29.4,69,654,06:18.9
101,29.4,69,691,06:24.0
102,29.4,69,688,06:28.9
103,29.4,69,659,06:34.1
104,29.4,69,647,06:39.0
105,29.4,69,667,06:44.1
106,29.4,69,643,06:49.1
107,29.4,69,645,06:54.1
108,29.4,69,668,06:59.2
109,29.4,69,648,07:04.1
110,29.4,69,664,07:09.1
111,29.4,69,650,07:14.2
112,29.4,69,691,07:19.3
113,29.4,69,654,07:24.3
114,29.4,69,655,07:29.4
115,29.4,69,575,07:34.4
116,29.4,69,655,07:39.3
117,29.5,69,629,07:44.3
118,29.5,69,652,07:49.4
119,29.5,69,656,08:09.9
120,29.5,69,656,08:14.5
121,29.5,69,659,08:19.5
122,29.5,68,652,08:24.7
123,29.5,68,659,08:29.7
124,29.5,68,645,08:34.8
125,29.5,68,644,08:39.7
126,29.5,68,689,08:44.6
127,29.5,68,701,08:49.8
128,29.5,68,681,08:54.7
129,29.5,68,636,08:59.7
130,29.5,68,671,09:04.7
131,29.5,68,671,09:09.8
132,29.5,68,650,09:14.9
133,29.5,68,673,09:19.8
134,29.5,68,653,09:25.0
135,29.5,68,627,09:30.0
136,29.5,68,654,09:35.0
137,29.5,68,642,09:39.9
138,29.5,68,587,09:45.0
139,29.5,68,622,09:50.0
140,29.5,68,658,09:55.1
141,29.5,68,641,10:00.1
142,29.5,68,651,10:05.1
143,29.6,68,670,10:10.1
144,29.6,68,635,10:15.2
145,29.6,68,659,10:20.2
146,29.6,68,671,10:25.3
147,29.6,68,643,10:30.3
148,29.6,68,621,10:35.2
149,29.6,68,658,10:40.4
150,29.6,68,651,10:45.4
151,29.6,67,672,10:50.6
152,29.6,67,660,10:55.5
153,29.6,67,656,11:00.5
154,29.6,67,655,11:05.4
155,29.6,67,653,11:10.5
156,29.6,67,643,11:15.5
157,29.6,67,639,11:20.6
158,29.6,67,582,11:25.5
159,29.6,67,647,11:30.5
160,29.6,67,622,11:35.6
161,29.6,67,635,11:40.6
162,29.6,67,620,11:45.7
163,29.6,67,640,11:50.7
164,29.6,67,639,11:55.6
165,29.6,67,640,12:00.8
166,29.6,67,651,12:05.7
167,29.6,67,634,12:10.7
168,29.6,67,656,12:16.0
169,29.7,67,637,12:20.7
170,29.7,67,636,12:26.0
171,29.7,68,641,12:30.9
172,29.7,68,637,12:36.1
173,29.7,68,654,12:40.9
174,29.8,68,659,12:45.9
175,29.8,68,612,12:50.9
176,29.8,68,647,12:56.1
177,29.8,67,633,13:01.0
178,29.8,67,653,13:06.0
179,29.8,67,610,13:12.4
180,29.8,67,581,13:16.1
181,29.8,67,631,13:21.6
182,29.8,67,654,13:26.2
183,29.9,67,640,13:31.2
184,29.9,67,649,13:36.2
185,29.9,67,634,13:41.2
186,29.9,67,643,13:46.3
187,29.9,67,647,13:51.3
188,29.9,67,634,13:56.3
189,29.9,67,640,14:01.3
190,29.9,67,651,14:06.3
191,29.9,67,626,14:11.6
192,29.9,67,635,14:16.5
193,29.9,67,665,14:21.6
194,29.9,67,664,14:26.5
195,29.9,67,636,14:31.7
196,29.9,67,641,14:36.5
197,29.9,67,534,14:41.5
198,29.9,67,629,14:46.6
199,29.9,67,634,14:51.6
200,29.9,67,599,14:56.7
201,29.9,67,626,15:01.7
202,29.9,67,656,15:06.8
203,29.9,67,641,15:11.8
204,30,67,631,15:16.8
205,30,67,625,15:21.7
206,30,67,656,15:26.9
207,30,67,574,15:31.9
208,30,67,753,15:36.9
209,30,67,544,15:41.8
210,30,67,656,15:46.9
211,30,67,641,15:51.9
212,30,67,633,15:56.9
213,30,67,640,16:01.9
214,30,67,637,16:07.0
215,30,67,629,16:12.1
216,30,67,511,16:17.1
217,30,67,716,16:22.1
218,30,67,590,16:27.2
219,30,67,577,16:32.1
220,30,67,678,16:37.2
221,30,67,654,16:42.2
222,30,67,658,16:47.3
223,30,67,646,16:52.3
224,30,67,643,16:57.2
225,30,67,647,17:02.2
226,30,67,646,17:07.2
227,30,67,592,17:12.3
228,30,67,624,17:17.3
229,30,67,615,17:22.4
230,30,67,624,17:27.5
231,30,67,716,17:32.4
232,30,67,625,17:37.5
233,30,67,717,17:42.5
234,30.1,67,698,17:47.6
235,30.1,67,660,17:52.6
236,30.1,67,609,17:57.5
237,30.1,67,614,18:02.5
238,30.1,67,627,18:07.7
239,30.1,67,610,18:14.6
240,30.1,67,617,18:17.7
241,30.1,67,621,18:22.8
242,30.1,67,589,18:27.8
243,30.1,67,606,18:32.7
244,30.1,67,616,18:37.8
245,30.1,67,619,18:42.8
246,30.1,67,573,18:47.8
247,30.2,66,608,18:52.8
248,30.2,66,602,18:57.9
249,30.2,66,571,19:02.9
250,30.2,66,579,19:08.0
251,30.2,66,576,19:13.0
252,30.2,66,574,19:18.1
253,30.2,66,646,19:23.0
254,30.2,66,681,19:28.1
255,30.3,65,618,19:33.0
256,30.3,65,621,19:38.1
257,30.3,65,654,19:43.2
258,30.3,65,563,19:48.2
259,30.3,65,623,19:53.3
260,30.4,65,613,19:58.2
261,30.4,66,592,20:03.5
262,30.4,66,603,20:08.3
263,30.4,66,693,20:13.4
264,30.4,66,624,20:18.3
265,30.5,66,615,20:23.3
266,30.5,66,639,20:28.3
267,30.5,66,717,20:33.6
268,30.5,66,607,20:38.4
269,30.5,65,635,20:43.5
270,30.5,65,591,20:48.5
271,30.5,65,628,20:53.5
272,30.5,65,634,20:58.6
273,30.4,65,583,21:03.6
274,30.4,65,588,21:08.7
275,30.4,65,729,21:13.6
276,30.4,65,593,21:18.7
277,30.4,65,592,21:23.6
278,30.4,65,624,21:29.1
279,30.4,66,616,21:33.7
280,30.4,66,605,21:38.7
281,30.4,66,603,21:43.7
282,30.4,66,614,21:49.3
283,30.4,66,587,21:54.2
284,30.4,66,605,21:59.2
285,30.4,65,589,22:03.9
286,30.4,65,593,22:09.2
287,30.4,66,608,22:14.0
288,30.4,66,618,22:18.9
289,30.4,66,584,22:24.0
290,30.4,66,588,22:29.1
291,30.4,66,627,22:34.0
292,30.4,66,591,22:39.1
293,30.4,66,587,22:44.1
294,30.4,66,609,22:49.1
295,30.4,66,569,22:54.1
296,30.4,66,625,22:59.1
297,30.4,66,640,23:04.2
298,30.4,66,640,23:09.2
299,30.4,66,643,23:14.2
300,30.4,66,639,23:20.2
301,30.4,66,643,23:24.2
302,30.4,66,580,23:29.4
303,30.3,66,595,23:34.3
304,30.3,66,592,23:39.4
305,30.3,66,568,23:44.3
306,30.3,65,576,23:49.4
307,30.3,65,619,23:54.4
308,30.3,65,631,23:59.6
309,30.3,65,617,24:04.4
310,30.3,65,603,24:09.4
311,30.3,65,653,24:14.6
312,30.3,65,589,24:19.5
313,30.3,65,649,24:24.6
314,30.3,65,575,24:29.6
315,30.3,65,656,24:34.7
316,30.3,65,590,24:39.7
317,30.3,65,606,24:44.6
318,30.3,65,555,24:49.8
319,30.3,65,560,24:54.7
320,30.3,65,573,24:59.7
321,30.3,65,628,25:04.7
322,30.3,65,585,25:09.8
323,30.3,65,625,25:14.9
324,30.3,65,628,25:19.9
325,30.3,65,591,25:25.1
326,30.3,65,630,25:29.8
327,30.3,65,591,25:35.1
328,30.3,65,612,25:40.0
329,30.2,65,621,25:45.0
330,30.2,65,614,25:50.0
331,30.2,65,601,25:55.0
332,30.2,65,608,26:00.0
333,30.2,65,592,26:05.2
334,30.2,65,591,26:10.1
335,30.2,65,595,26:15.2
336,30.2,65,579,26:20.2
337,30.2,66,591,26:25.5
338,30.2,66,581,26:30.3
339,30.2,67,576,26:35.4
340,30.2,67,535,26:40.3
341,30.2,67,592,26:45.4
342,30.3,67,598,26:50.3
343,30.3,67,585,26:55.4
344,30.3,67,598,27:00.5
345,30.3,67,604,27:05.4
346,30.3,67,578,27:10.5
347,30.3,67,592,27:15.4
348,30.3,67,602,27:20.6
349,30.3,66,624,27:25.5
350,30.3,66,592,27:30.6
351,30.3,66,590,27:35.6
352,30.3,66,623,27:40.7
353,30.3,66,608,27:45.7
354,30.3,66,584,27:50.7
355,30.3,67,609,27:55.7
356,30.3,67,565,28:00.7
357,30.3,67,610,28:05.7
358,30.3,67,571,28:10.8
359,30.3,67,605,28:15.9
360,30.3,67,578,28:21.7
361,30.3,67,615,28:25.9
362,30.4,67,576,28:30.9
363,30.4,67,588,28:35.9
364,30.4,67,560,28:41.0
365,30.4,66,582,28:45.9
366,30.4,66,611,28:51.0
367,30.4,66,605,28:56.0
368,30.4,66,592,29:01.0
369,30.4,66,587,29:06.5
370,30.4,66,578,29:11.0
371,30.4,66,561,29:16.2
372,30.4,66,577,29:21.1
373,30.4,66,593,29:26.2
374,30.4,66,585,29:31.2
375,30.4,66,586,29:36.3
376,30.4,66,579,29:41.3
377,30.4,66,605,29:46.2
378,30.4,66,598,29:51.3
379,30.4,66,592,29:56.3
380,30.4,66,595,30:01.3
381,30.4,66,594,30:06.4
382,30.4,66,578,30:11.4
383,30.4,66,586,30:16.5
384,30.4,66,598,30:21.5
385,30.4,66,612,30:26.5
386,30.5,66,587,30:31.4
387,30.5,66,585,30:36.6
388,30.5,66,579,30:41.6
389,30.5,66,598,30:46.6
390,30.5,66,597,30:51.6
391,30.5,66,583,30:56.6
392,30.5,66,591,31:01.7
393,30.5,66,510,31:06.8
394,30.5,66,545,31:11.8
395,30.5,66,611,31:16.7
396,30.5,66,593,31:21.8
397,30.5,66,592,31:26.8
398,30.5,66,605,31:31.8
399,30.5,66,580,31:36.8
400,30.4,66,587,31:41.9
401,30.4,66,591,31:46.9
402,30.4,66,625,31:51.9
403,30.5,66,602,31:57.1
404,30.5,66,597,32:02.0
405,30.5,66,585,32:06.9
406,30.5,66,583,32:12.0
407,30.5,66,576,32:17.0
408,30.5,66,591,32:22.1
409,30.5,66,587,32:27.1
410,30.5,65,588,32:32.2
411,30.5,65,587,32:37.2
412,30.5,65,598,32:42.2
413,30.5,65,587,32:47.2
414,30.5,65,618,32:52.3
415,30.5,65,599,32:57.2
416,30.5,65,585,33:02.2
417,30.5,65,591,33:07.2
418,30.5,65,586,33:12.4
419,30.5,65,582,33:17.4
420,30.5,65,575,33:23.5
421,30.5,65,610,33:27.5
422,30.5,64,538,33:32.4
423,30.5,64,557,33:37.5
424,30.5,64,560,33:42.7
425,30.5,65,607,33:47.5
426,30.5,65,545,33:52.6
427,30.5,65,644,33:57.5
428,30.5,65,574,34:02.6
429,30.5,65,561,34:07.6
430,30.5,64,543,34:12.6
431,30.5,64,607,34:17.6
432,30.5,64,558,34:22.8
433,30.5,64,528,34:27.8
434,30.6,65,567,34:32.7
435,30.6,65,573,34:37.8
436,30.6,65,560,34:42.8
437,30.6,66,663,34:47.8
438,30.7,67,590,34:53.0
439,30.8,68,608,34:57.9
440,30.9,69,546,35:02.8
441,31,69,663,35:07.9
442,31.1,69,646,35:13.0
443,31.3,69,631,35:17.9
444,31.4,69,617,35:23.2
445,31.4,69,531,35:28.0
446,31.5,68,607,35:33.1
447,31.5,66,554,35:38.1
448,31.5,65,603,35:43.2
449,31.4,64,681,35:48.1
450,31.4,64,554,35:53.1
451,31.4,63,560,35:58.2
452,31.3,63,587,36:03.7
453,31.2,63,591,36:08.2
454,31.2,63,657,36:13.2
455,31.1,63,599,36:18.4
456,31.1,63,642,36:23.5
457,31,63,585,36:28.4
458,31,63,635,36:33.4
459,30.9,63,578,36:38.4
460,30.9,63,641,36:43.4
461,30.9,64,651,36:48.4
462,30.8,64,547,36:54.2
463,30.8,64,574,36:58.6
464,30.8,64,623,37:03.6
465,30.7,64,678,37:08.6
466,30.7,64,559,37:13.9
467,30.7,64,575,37:18.7
468,30.7,64,560,37:23.6
469,30.7,64,576,37:28.8
470,30.7,64,582,37:33.9
471,30.7,64,544,37:38.7
472,30.6,64,626,37:43.7
473,30.6,64,588,37:48.7
474,30.6,64,619,37:53.9
475,30.6,64,576,37:58.8
476,30.6,64,622,38:03.8
477,30.6,64,613,38:08.8
478,30.6,64,609,38:13.9
479,30.6,64,574,38:18.9
480,30.6,65,592,38:25.3
481,30.6,65,627,38:29.0
482,30.6,65,630,38:33.9
483,30.6,65,563,38:39.0
484,30.6,65,557,38:44.1
485,30.6,65,593,38:49.1
486,30.6,65,583,38:54.2
487,30.5,65,592,38:59.1
488,30.5,65,560,39:04.2
489,30.5,65,607,39:09.1
490,30.5,65,607,39:14.1
491,30.5,65,653,39:19.3
492,30.5,65,583,39:24.3
493,30.5,65,593,39:29.3
494,30.5,65,648,39:34.4
495,30.5,65,578,39:39.3
496,30.5,66,644,39:44.3
497,30.5,66,591,39:49.4
498,30.5,66,594,39:54.4
499,30.5,66,640,39:59.5
500,30.5,66,668,40:04.5
501,30.4,66,633,40:09.5
502,30.4,66,695,40:14.5
503,30.4,66,701,40:19.5
504,30.4,66,695,40:24.5
505,30.4,66,707,40:29.7
506,30.4,67,695,40:34.6
507,30.4,67,650,40:39.7
508,30.4,67,638,40:44.7
509,30.4,67,681,40:49.7
510,30.4,67,592,40:54.7
511,30.4,67,624,40:59.7
512,30.4,67,592,41:04.7
513,30.4,67,672,41:09.9
514,30.4,67,675,41:14.9
515,30.4,67,577,41:19.9
516,30.4,67,620,41:24.8
517,30.4,67,602,41:30.0
518,30.4,67,620,41:34.9
519,30.4,67,662,41:39.9
520,30.4,67,655,41:45.0
521,30.4,67,592,41:50.1
522,30.4,67,581,42:45.8
523,30.4,67,631,42:50.3
524,30.4,67,560,42:55.3
525,30.4,67,672,43:00.4
526,30.4,67,593,43:05.6
527,30.4,67,610,43:10.6
528,30.4,67,647,43:15.4
529,30.4,67,571,43:20.7
530,30.4,67,554,43:25.6
531,30.4,67,572,43:30.6
532,30.4,67,590,43:35.5
533,30.4,67,614,43:40.8
534,30.4,67,575,43:45.7
535,30.4,67,640,43:50.6
536,30.4,67,642,43:55.7
537,30.4,67,640,44:00.7
538,30.4,67,563,44:06.1
539,30.4,67,602,44:10.8
540,30.4,67,662,44:15.9
541,30.3,67,493,44:20.8
542,30.3,66,627,44:25.9
543,30.3,66,566,44:30.9
544,30.3,66,650,44:36.0
545,30.3,66,625,44:41.0
546,30.3,66,631,44:46.0
547,30.3,66,595,44:50.9
548,30.3,67,573,44:56.0
549,30.3,67,569,45:01.0
550,30.3,67,645,45:06.1
551,30.3,67,626,45:11.2
552,30.3,67,638,45:16.1
553,30.3,68,606,45:21.1
554,30.3,68,610,45:26.2
555,30.3,68,544,45:31.2
556,30.3,68,633,45:36.2
557,30.3,68,555,45:41.2
558,30.3,68,560,45:46.3
559,30.3,68,639,45:51.3
560,30.3,68,601,45:56.3
561,30.3,68,587,46:01.6
562,30.3,68,608,46:06.3
563,30.3,68,593,46:11.4
564,30.3,68,599,46:16.4
565,30.3,68,609,46:21.4
566,30.3,68,607,46:26.5
567,30.3,68,526,46:31.5
568,30.3,68,589,46:36.6
569,30.3,68,579,46:41.6
570,30.3,68,603,46:46.7
571,30.3,68,593,46:51.7
572,30.3,68,620,46:56.7
573,30.3,68,573,47:01.6
574,30.3,68,582,47:06.6
575,30.3,68,605,47:11.8
576,30.3,68,622,47:16.8
577,30.3,68,623,47:22.4
578,30.3,68,564,47:26.8
579,30.3,68,543,47:31.9
580,30.3,68,547,47:36.9
581,30.3,68,635,47:41.9
582,30.3,68,592,47:47.8
583,30.3,68,593,47:51.9
584,30.3,68,639,47:56.9
585,30.3,68,589,48:02.0
